SAMPLE,TAXON_NAME,TAXON_GROUP,GENUS,SPECIES,PHYTO_ABUNDANCE_M3
209-63,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,10000
220-16,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,3333.3
179-5,Thalassionema nitzschioides,Pennate diatom,Thalassionema,nitzschioides,10000
179-9,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,3333.3
220-21,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,3333.3
220-68,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,6666.7
220-72,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3
221-37,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),3333.3
221-42,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,3333.3
268-65,Plastic,Other,(null),(null),666.7
268-73,Foraminifera,Foraminifera,(null),(null),666.7
270-45,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,666.7
239-9,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,666.7
270-69,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,666.7
239-37,Foraminifera,Foraminifera,(null),(null),666.7
93-10,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,6666.7
93-13,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,3333.3
93-14,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,6666.7
93-21,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,3333.3
93-32,Proboscia alata,Centric diatom,Proboscia,alata,20000
93-34,Proboscia alata,Centric diatom,Proboscia,alata,10000
93-44,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,6666.7
93-47,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,13333.3
94-5,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,6666.7
94-22,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3333.3
94-25,Corethron pennatum,Centric diatom,Corethron,pennatum,3333.3
132-1,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,3333.3
177-69,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,6666.7
178-37,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,3333.3
177-13,Foraminifera,Foraminifera,(null),(null),666.7
61-5,Tripos macroceros,Dinoflagellate,Tripos (Tripoceratium),macroceros,666.7
215-14,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,3333.3
215-86,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,3333.3
219-17,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3
219-62,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,3333.3
220-18,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,20000
220-19,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,23333.3
209-11,Guinardia cylindrus,Centric diatom,Guinardia,cylindrus,3333.3
220-26,Chaetoceros bulbosus,Centric diatom,Chaetoceros,bulbosus,3333.3
220-48,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,6666.7
220-55,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,10000
220-56,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3
220-59,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,6666.7
270-21,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,6666.7
270-25,Tripos biceps,Dinoflagellate,Tripos (Amphiceratium),biceps,3333.3
270-45,Tripos biceps,Dinoflagellate,Tripos (Amphiceratium),biceps,13333.3
270-45,Dinoflagellate cyst,Dinoflagellate,(null),(null),3333.3
271-65,Leptocylindrus spp.,Centric diatom,Leptocylindrus,spp.,3333.3
271-65,Radiolarian,Radiozoa,(null),(null),6666.7
240-13,Lauderia spp.,Centric diatom,Lauderia,spp.,3333.3
240-33,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,3333.3
91-1,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,10000
209-54,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,3333.3
209-59,Asteromphalus hookeri,Centric diatom,Asteromphalus,hookeri,3333.3
209-60,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,3333.3
221-34,Dictyocysta spp.,Ciliate,Dictyocysta,spp.,3333.3
297-21,Cylindrial diatom,Centric diatom,(null),(null),3333.3
297-73,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3
271-37,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,666.7
270-9,Tripos candelabrus,Dinoflagellate,Tripos (Ceratium),candelabrus,666.7
51-69,Lauderia spp.,Centric diatom,Lauderia,spp.,10000
51-53,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,13333.3
68-5,Dictyocysta spp.,Ciliate,Dictyocysta,spp.,3333.3
66-85,Guinardia spp.,Centric diatom,Guinardia,spp.,10000
66-81,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,46666.7
67-16,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,3333.3
63-13,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3800
63-1,Thalassionema spp.,Pennate diatom,Thalassionema,spp.,7600
77-81,Plastic,Other,(null),(null),666.7
77-85,Coscinodiscus spp. > 80 µm,Centric diatom,Coscinodiscus,spp.,666.7
82-33,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,3333.3
82-53,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3
77-17,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,666.7
83-9,Nematocysts,Other,(null),(null),6666.7
1-1,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,6666.7
81-25,Foraminifera,Foraminifera,(null),(null),666.7
65-13,Ciliate (Inc. tintinnid),Ciliate,(null),(null),3333.3
81-33,Guinardia spp.,Centric diatom,Guinardia,spp.,3333.3
67-49,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,666.7
62-9,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,23333.3
82-65,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,666.7
65-25,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),20000
81-69,Tripos fusus type,Dinoflagellate,Tripos (Amphiceratium),fusus type,3333.3
81-77,Silicoflagellate 4 points,Silicoflagellate,Dictyocha,spp.,3333.3
65-32,Thalassionema spp.,Pennate diatom,Thalassionema,spp.,3333.3
98-37,Radiolarian,Radiozoa,(null),(null),3333.3
98-29,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3333.3
51-5,Paralia sulcata,Centric diatom,Paralia,sulcata,3333.3
51-17,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,3333.3
51-37,Thalassiosira spp. <10 µm,Centric diatom,Thalassiosira,spp.,30000
66-45,Ditylum spp.,Centric diatom,Ditylum,spp.,3333.3
66-13,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,33333.3
66-61,Asterionellopsis glacialis,Pennate diatom,Asterionellopsis,glacialis,13333.3
66-61,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,3333.3
66-69,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,3333.3
67-57,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,666.7
62-13,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,20000
62-13,Climacodium spp.,Centric diatom,Climacodium,spp.,3333.3
155-23,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,6666.7
157-54,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,3333.3
158-28,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3333.3
158-28,Thalassiosira spp. 40-60 µm,Centric diatom,Thalassiosira,spp.,6666.7
158-30,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,10000
158-31,Chaetoceros criophilus,Centric diatom,Chaetoceros (Phaeoceros),criophilus,6666.7
158-31,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,3333.3
158-36,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,20000
158-45,Chaetoceros bulbosus,Centric diatom,Chaetoceros,bulbosus,6666.7
158-46,Chaetoceros criophilus,Centric diatom,Chaetoceros (Phaeoceros),criophilus,3333.3
158-47,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,70000
158-49,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,40000
158-84,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,10000
159-2,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,6666.7
159-2,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3
159-3,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,13333.3
159-4,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,3333.3
158-51,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,20000
158-52,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,6666.7
158-53,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,3333.3
158-55,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,3333.3
158-57,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,6666.7
158-59,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,6666.7
158-60,Foraminifera,Foraminifera,(null),(null),3333.3
158-68,Chaetoceros bulbosus,Centric diatom,Chaetoceros,bulbosus,6666.7
158-68,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,40000
158-68,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,23333.3
158-74,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,3333.3
158-75,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,3333.3
155-31,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,10000
156-18,Trichotoxon reinboldii,Pennate diatom,Trichotoxon,reinboldii,3333.3
156-22,Rhizosolenia chunii,Centric diatom,Rhizosolenia,chunni,3333.3
156-24,Navicula cristata,Pennate diatom,Navicula,cristata,3333.3
156-27,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,10000
157-2,Proboscia truncata,Centric diatom,Proboscia,truncata,3333.3
157-4,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,33333.3
157-7,Corethron pennatum,Centric diatom,Corethron,pennatum,6666.7
157-8,Tripos pentagonus,Dinoflagellate,Tripos (Ceratium),pentagonus,6666.7
117-21,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),6666.7
156-5,Proboscia alata,Centric diatom,Proboscia,alata,3333.3
156-10,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,6666.7
158-3,Corethron pennatum,Centric diatom,Corethron,pennatum,6666.7
158-3,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,3333.3
158-2,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,3333.3
158-5,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,6666.7
158-6,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,20000
158-11,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,20000
158-19,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,3333.3
158-24,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,3333.3
157-9,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,30000
157-9,Coscinodiscus spp. > 80 µm,Centric diatom,Coscinodiscus,spp.,3333.3
157-9,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,46666.7
157-14,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3333.3
157-11,Rhizosolenia chunii,Centric diatom,Rhizosolenia,chunni,3333.3
157-12,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,3333.3
157-15,Corethron pennatum,Centric diatom,Corethron,pennatum,3333.3
157-15,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,23333.3
157-18,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,40000
157-20,Proboscia truncata,Centric diatom,Proboscia,truncata,6666.7
157-21,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,33333.3
157-22,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,13333.3
157-22,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,6666.7
157-24,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,70000
157-25,Asteromphalus hookeri,Centric diatom,Asteromphalus,hookeri,3333.3
157-25,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,13333.3
157-26,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,20000
157-27,Guinardia cf. tubiformis,Centric diatom,Guinardia,cf. tubiformis,3333.3
157-33,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,3333.3
157-33,Rhizosolenia chunii,Centric diatom,Rhizosolenia,chunni,3333.3
157-33,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,23333.3
114-37,Coccolithophore cf.,Coccolithophore,(null),(null),3333.3
113-29,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3
120-25,Foraminifera,Foraminifera,(null),(null),3333.3
120-5,Acantharia,Radiozoa,(null),(null),6666.7
120-21,Tripos fusus type,Dinoflagellate,Tripos (Amphiceratium),fusus type,3333.3
155-4,Nitzschia longissima,Pennate diatom,Nitzschia,longissima,6666.7
155-9,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,6666.7
155-13,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,6666.7
155-30,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,20000
155-35,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,6666.7
155-35,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,60000
155-38,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,46666.7
155-40,Ciliate (Inc. tintinnid),Ciliate,(null),(null),3333.3
155-42,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,10000
156-3,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,23333.3
157-36,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,23333.3
157-40,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,10000
157-42,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,20000
157-42,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,10000
157-44,Rhizosolenia chunii,Centric diatom,Rhizosolenia,chunni,3333.3
157-44,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,20000
157-47,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,13333.3
157-48,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,10000
157-48,Proboscia alata,Centric diatom,Proboscia,alata,10000
157-53,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,10000
159-33,Asteromphalus hookeri,Centric diatom,Asteromphalus,hookeri,3333.3
159-35,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3333.3
159-36,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,13333.3
159-49,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3
159-39,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3333.3
159-53,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,3333.3
159-55,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,13333.3
159-72,Chaetoceros criophilus,Centric diatom,Chaetoceros (Phaeoceros),criophilus,3333.3
159-76,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,6666.7
160-9,Corethron pennatum,Centric diatom,Corethron,pennatum,3333.3
160-28,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3
163-8,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,3333.3
167-18,Tripos fusus/extensus,Dinoflagellate,Tripos (Amphiceratium),fusus/extensus,3333.3
167-29,Dictyocysta spp.,Ciliate,Dictyocysta,spp.,3333.3
167-36,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,20000
167-39,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,23333.3
167-39,Pterosperma polygonum,Flagellate,Pterosperma,polygonum,3333.3
165-3,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3333.3
165-57,Corethron pennatum,Centric diatom,Corethron,pennatum,10000
165-70,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,30000
167-53,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),3333.3
166-32,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,3333.3
166-42,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,6666.7
166-42,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3
166-44,Corethron pennatum,Centric diatom,Corethron,pennatum,3333.3
164-90,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,3333.3
166-10,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,3333.3
166-16,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,3333.3
135-5,Nematocysts,Other,(null),(null),3333.3
135-1,Coscinodiscus spp. > 80 µm,Centric diatom,Coscinodiscus,spp.,666.7
89-29,Foraminifera,Foraminifera,(null),(null),666.7
92-13,Foraminifera,Foraminifera,(null),(null),666.7
167-6,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3
166-23,Asteromphalus hookeri,Centric diatom,Asteromphalus,hookeri,3333.3
166-28,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,3333.3
166-29,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,13333.3
166-50,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,6666.7
166-56,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,10000
166-59,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,6666.7
166-60,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,20000
166-65,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,6666.7
166-68,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,10000
160-54,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,6666.7
160-73,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,3333.3
160-76,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,10000
160-83,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,6666.7
160-85,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,6666.7
164-54,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,6666.7
164-57,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,6666.7
164-79,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,10000
164-82,Corethron pennatum,Centric diatom,Corethron,pennatum,6666.7
164-85,Chaetoceros bulbosus,Centric diatom,Chaetoceros,bulbosus,3333.3
164-85,Corethron pennatum,Centric diatom,Corethron,pennatum,3333.3
164-89,Corethron pennatum,Centric diatom,Corethron,pennatum,6666.7
160-22,Asteromphalus hookeri,Centric diatom,Asteromphalus,hookeri,3333.3
160-27,Corethron pennatum,Centric diatom,Corethron,pennatum,6666.7
160-31,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,13333.3
161-7,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,13333.3
161-75,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,3333.3
161-76,Proboscia alata,Centric diatom,Proboscia,alata,6666.7
161-85,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3
161-89,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3
162-4,Coccolithophore cf.,Coccolithophore,(null),(null),3333.3
162-7,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3
162-14,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,3333.3
162-25,Corethron pennatum,Centric diatom,Corethron,pennatum,3333.3
162-27,Codonellopsis pusilla,Ciliate,Codonellopsis,pusilla,3333.3
162-41,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,3333.3
162-61,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3333.3
165-11,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),3333.3
165-11,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,6666.7
165-11,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,40000
159-25,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,10000
159-30,Corethron pennatum,Centric diatom,Corethron,pennatum,3333.3
165-13,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,6666.7
165-22,Proboscia alata,Centric diatom,Proboscia,alata,3333.3
165-22,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,3333.3
165-25,Corethron pennatum,Centric diatom,Corethron,pennatum,3333.3
165-39,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),3333.3
165-50,Chaetoceros pendulus,Centric diatom,Chaetoceros,pendulus,10000
167-47,Foraminifera,Foraminifera,(null),(null),666.7
166-20,Foraminifera,Foraminifera,(null),(null),666.7
166-51,Foraminifera,Foraminifera,(null),(null),666.7
164-30,Foraminifera,Foraminifera,(null),(null),666.7
135-37,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,666.7
144-3,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,20000
144-14,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,10000
144-15,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,30000
