SAMPLE,TAXON_NAME,TAXON_GROUP,GENUS,SPECIES,PHYTO_ABUNDANCE_M3,BIOVOL_UM3_M3
517-33,Thalassiosira spp. <10 µm,Centric diatom,Thalassiosira,spp.,3333.3,837757.3333333333333333333333333333333338
517-37,Rhizosolenia imbricata group,Centric diatom,Rhizosolenia,cf. imbricata,3333.3,942477000
517-37,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,3333.3,216420644.444444444444444444444444444445
517-53,Thalassiosira spp. <10 µm,Centric diatom,Thalassiosira,spp.,13333.3,3351029.33333333333333333333333333333332
517-69,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,3333.3,6824231.61111111111111111111111111111112
518-9,Tripos macroceros type,Dinoflagellate,Tripos (Tripoceratium),macroceros type,3333.3,(null)
530-45,Navicula cf. <20 µm length,Pennate diatom,(null),(null),6666.7,2450000
530-49,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,20000,62831800
534-1,Steenstrupiella spp.,Ciliate,Steenstrupiella,spp.,3333.3,29688025.50000000000000000000000000000001
534-33,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,3333.3,216420644.444444444444444444444444444445
534-45,Coccolithophore cf.,Coccolithophore,(null),(null),3333.3,218165.972222222222222222222222222222222
518-37,Proboscia spp.,Centric diatom,Proboscia,spp.,3333.3,221220295.833333333333333333333333333333
518-49,Coscinodiscus spp. 400-500 µm,Centric diatom,Coscinodiscus,spp.,3333.3,31808598750
518-49,Rhizosolenia setigera group,Centric diatom,Rhizosolenia,cf. setigera,10000,452388960
518-57,Coscinodiscus spp. 400-500 µm,Centric diatom,Coscinodiscus,spp.,666.7,6361719749.999999999999999999999999999984
518-61,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,666.7,43284128.88888888888888888888888888888889
518-73,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,3333.3,216420644.444444444444444444444444444445
518-85,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3,19634937.50000000000000000000000000000001
518-89,Tripos brevis,Dinoflagellate,Tripos (Tripoceratium),brevis,666.7,43284128.88888888888888888888888888888889
518-89,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,3333.3,216420644.444444444444444444444444444445
521-61,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,666.7,95399616.33333333333333333333333333333309
533-5,Pleurosigma / Gyrosigma spp.,Pennate diatom,Pleurosigma,spp.,710.1,4260799.99999999999999999999999999999999
533-9,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,3550.7,1003926500.400000000000000000000000000005
533-13,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,710.1,46106254.09244444444444444444444444444448
533-21,Nematocysts,Other,(null),(null),3550.7,(null)
533-25,Tripos biceps,Dinoflagellate,Tripos (Amphiceratium),biceps,3550.7,1673210834.000000000000000000000000000008
533-33,Navicula cf. 40-60 µm length,Pennate diatom,(null),(null),3550.7,7323250
533-37,Rhizosolenia imbricata group,Centric diatom,Rhizosolenia,cf. imbricata,21304,6023559002.4
533-49,Leptocylindrus spp.,Centric diatom,Leptocylindrus,spp.,7101.3,22409870.43670666666666666666666666666666
533-49,Rhabdonella spp.,Ciliate,Rhabdonella,spp.,3550.7,464780787.222222222222222222222222222224
533-57,Rhizosolenia setigera group,Centric diatom,Rhizosolenia,cf. setigera,3550.7,160628240.064
533-61,Rhizosolenia imbricata group,Centric diatom,Rhizosolenia,cf. imbricata,10652,3011779501.2
536-5,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,666.7,263893560
536-5,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,10000,3000000
536-21,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,666.7,43633194444.4444444444444444444444444443
536-25,Lauderia spp.,Centric diatom,Lauderia,spp.,3333.3,117809625
536-45,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,3333.3,216420644.444444444444444444444444444445
536-65,Skeletonema spp.,Centric diatom,Skeletonema,spp.,23333.3,9578358.84444444444444444444444444444442
536-65,Thalassiosira spp. <10 µm,Centric diatom,Thalassiosira,spp.,3333.3,837757.3333333333333333333333333333333338
458-29,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3,19634937.50000000000000000000000000000001
458-29,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,23333.3,164933475
458-65,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,10000,40906119.7916666666666666666666666666666
458-69,Tripos hexacanthus,Dinoflagellate,Tripos (Tripoceratium),hexacanthus,666.7,33488476.73611111111111111111111111111112
458-73,Tripos hexacanthus,Dinoflagellate,Tripos (Tripoceratium),hexacanthus,666.7,33488476.73611111111111111111111111111112
458-77,Nematocysts,Other,(null),(null),3333.3,(null)
464-53,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3333.3,1675514666.666666666666666666666666666668
464-53,Fragilaria spp.,Pennate diatom,Fragilaria,spp.,3333.3,1010217.534375
464-65,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,666.7,43284128.88888888888888888888888888888889
464-69,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,3333.3,1000000
464-73,Thalassionema nitzschioides,Pennate diatom,Thalassionema,nitzschioides,10000,8750000
473-7,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,6666.7,327248958.333333333333333333333333333333
473-22,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,10000,26263692.4
473-24,Acanthostomella norvegica,Ciliate,Acanthostomella,norvegica,6666.7,13264491.1111111111111111111111111111111
473-24,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,13333.3,571874999.999999999999999999999999999999
473-25,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,33333.3,6666666.66666666666666666666666666666666
483-25,Thalassiothrix cf. spp.,Pennate diatom,Thalassiothrix,cf. spp.,3333.3,30000000.00000000000000000000000000000002
467-9,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,666.7,95399616.33333333333333333333333333333309
467-13,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,666.7,51471810.56
467-13,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,666.7,43284128.88888888888888888888888888888889
467-17,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3333.3,1675514666.666666666666666666666666666668
467-29,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,3333.3,3333333.33333333333333333333333333333334
467-33,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,3333.3,476998081.666666666666666666666666666667
467-1,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,6666.7,2638935600.000000000000000000000000000007
467-41,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,6666.7,39269874.99999999999999999999999999999999
467-61,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,3333.3,69813111.11111111111111111111111111111137
467-81,Tripos muelleri type,Dinoflagellate,Ceratium,muelleri type,666.7,43284128.88888888888888888888888888888889
488-1,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,666.7,104719666.666666666666666666666666666666
467-85,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,3333.3,942477000.000000000000000000000000000004
473-29,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,20000,52527384.8
473-43,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,23333.3,4666666.66666666666666666666666666666666
473-46,Codonellopsis gausii,Ciliate,Codonellopsis,gausii,3333.3,265289822.222222222222222222222222222222
473-62,Cymatocylis calyciformis,Ciliate,Cymatocylis,calyciformis,3333.3,6632245.55555555555555555555555555555556
473-64,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,53333.3,10666666.6666666666666666666666666666667
473-67,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,93333.3,18666666.6666666666666666666666666666667
473-69,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,23333.3,1000781249.999999999999999999999999999999
473-77,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,13333.3,35018256.53333333333333333333333333333325
473-78,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,3333.3,163624479.166666666666666666666666666667
473-78,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,60000,12000000
473-81,Acanthostomella norvegica,Ciliate,Acanthostomella,norvegica,3333.3,6632245.55555555555555555555555555555556
473-81,Unid heterotroph 20-30 µm,Other,(null),(null),3333.3,(null)
473-83,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,3333.3,21237148.40000000000000000000000000000001
473-84,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,3333.3,163624479.166666666666666666666666666667
495-1,Tripos macroceros,Dinoflagellate,Tripos (Tripoceratium),macroceros,666.7,46076653.33333333333333333333333333333322
495-5,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3,19634937.50000000000000000000000000000001
537-81,Tripos macroceros type,Dinoflagellate,Tripos (Tripoceratium),macroceros type,666.7,(null)
480-9,Acantharia,Radiozoa,(null),(null),3333.3,1745327.77777777777777777777777777777778
480-25,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,3333.3,1908515.925
480-53,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3,19634937.50000000000000000000000000000001
480-57,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,(null),(null),3333.3,20943933.33333333333333333333333333333331
480-57,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,666.7,51471810.56
480-61,Leptocylindrus spp.,Centric diatom,Leptocylindrus,spp.,3333.3,10519090.51666666666666666666666666666667
503-1,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,666.7,95399616.33333333333333333333333333333309
535-5,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,6000,6000000
535-21,Octactis octonaria,Silicoflagellate,Octactis,octonaria,3000,12271835.93749999999999999999999999999999
535-21,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,12000,3600000
535-41,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,9000,3562563060.000000000000000000000000000011
535-45,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,6000,18849540
535-69,Tripos biceps,Dinoflagellate,Tripos (Amphiceratium),biceps,3000,1413715500.000000000000000000000000000007
482-33,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,23333.3,1514944511.111111111111111111111111111113
482-93,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,3333.3,135350169.166666666666666666666666666667
482-97,Gonyaulax spp.,Dinoflagellate,Gonyaulax,spp.,3333.3,1040743.31720833333333333333333333333333
457-33,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,3333.3,216420644.444444444444444444444444444445
457-45,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,40000,282743100
481-13,Nematocysts,Other,(null),(null),20000,(null)
481-17,Tripos macroceros type,Dinoflagellate,Tripos (Tripoceratium),macroceros type,666.7,(null)
481-29,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,3333.3,69813111.11111111111111111111111111111137
481-37,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,666.7,95399616.33333333333333333333333333333309
531-13,Centric diatom,Centric diatom,(null),(null),3333.3,5235983.33333333333333333333333333333334
465-25,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,3333.3,3834485.12777777777777777777777777777778
469-25,Nematocysts,Other,(null),(null),6666.7,(null)
469-49,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,3333.3,476998081.666666666666666666666666666667
469-73,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,6666.7,1884954000.000000000000000000000000000008
471-1,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,6666.7,39269874.99999999999999999999999999999999
471-2,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,3333.3,8754564.13333333333333333333333333333334
471-16,Trichotoxon reinboldii,Pennate diatom,Trichotoxon,reinboldii,13333.3,2049666666.666666666666666666666666666662
471-20,Phaeocystis cf. spp. (colony <50 um),Flagellate,cf. Phaeocystis,spp.,3333.3,(null)
471-22,Corethron spp.,Centric diatom,Corethron,spp.,6666.7,80448702.25694444444444444444444444444465
471-27,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,3333.3,1063338064.456958333333333333333333333334
471-30,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,13333.3,35018256.53333333333333333333333333333325
471-31,Trichotoxon reinboldii,Pennate diatom,Trichotoxon,reinboldii,60000,9223500000
471-40,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,20000,4000000
471-48,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,6666.7,1333333.33333333333333333333333333333333
471-56,Nitzschia longissima,Pennate diatom,Nitzschia,longissima,3333.3,16324186.66666666666666666666666666666667
471-66,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,10000,14019345.375
471-83,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,10000,26263692.4
472-3,Centric diatom 10-20 µm,Centric diatom,(null),(null),6666.7,7853975
472-9,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,3333.3,3834485.12777777777777777777777777777778
472-11,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,13333.3,2666666.66666666666666666666666666666666
472-18,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,3333.3,666666.666666666666666666666666666666667
472-19,Unid round green object,Other,(null),(null),6666.7,(null)
491-5,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,666.7,27070033.83333333333333333333333333333327
501-1,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,666.7,95399616.33333333333333333333333333333309
472-32,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,3333.3,257359052.800000000000000000000000000001
472-37,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,3333.3,666666.666666666666666666666666666666667
472-37,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,80000,720000000
472-38,Fragilariopsis ritscheri,Pennate diatom,Fragilariopsis,ritscheri,10000,14019345.375
472-39,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,3333.3,666666.666666666666666666666666666666667
472-44,Navicula - shaped,Pennate diatom,(null),(null),3333.3,6875000
472-47,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,6666.7,7668970.25555555555555555555555555555554
472-47,Proboscia alata,Centric diatom,Proboscia,alata,10000,663660887.5
472-48,Haslea trompii,Pennate diatom,Haslea,trompii,3333.3,83095055.50000000000000000000000000000004
472-52,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,23333.3,61281948.93333333333333333333333333333325
472-53,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,53333.3,2287500000.000000000000000000000000000007
472-57,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,3333.3,62831800.00000000000000000000000000000003
472-57,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,3333.3,3333333.33333333333333333333333333333334
472-60,Foraminifera,Foraminifera,(null),(null),3333.3,13962622.22222222222222222222222222222221
472-64,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,3333.3,62831800.00000000000000000000000000000003
472-69,Asteromphalus hookeri,Centric diatom,Asteromphalus,hookeri,3333.3,53681395.52666666666666666666666666666669
472-70,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,33333.3,6666666.66666666666666666666666666666666
472-71,Plagiotropis spp.,Pennate diatom,Plagiotropis,spp.,3333.3,249049547.25
472-76,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,3333.3,257359052.800000000000000000000000000001
472-76,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,80000,3431250000
472-79,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,23333.3,4666666.66666666666666666666666666666666
472-82,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,20000,52527384.8
474-11,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,20000,6000000
474-15,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,46666.7,2001562500.000000000000000000000000000001
474-17,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,40000,105054769.6
474-19,Fragilariopsis pseudonana,Pennate diatom,Fragilariopsis,pseudonana,3333.3,534070.3000000000000000000000000000000003
474-24,Eucampia antarctica,Centric diatom,Eucampia,antarctica,3333.3,66451173.4791666666666666666666666666667
474-25,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,70000,3002343750
474-30,Fragilariopsis pseudonana,Pennate diatom,Fragilariopsis,pseudonana,10000,1602210.9
504-9,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,3333.3,3834485.12777777777777777777777777777778
506-45,Proboscia spp.,Centric diatom,Proboscia,spp.,3333.3,221220295.833333333333333333333333333333
474-32,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,6666.7,20943933.33333333333333333333333333333333
474-34,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,53333.3,10666666.6666666666666666666666666666667
474-37,Asteromphalus hyalinus,Centric diatom,Asteromphalus,hyalinus,3333.3,2565631.83333333333333333333333333333333
