SAMPLE,NRS_CODE,TAXON_NAME,TAXON_PER_M3
13667,NSI20161116,"Sparidae - undifferentiated",0.007
13667,NSI20161116,"Mullidae - undifferentiated",0.083
13667,NSI20161116,"Pomacentridae - undifferentiated",0.017
13667,NSI20161116,"Labridae - undifferentiated",0.007
13667,NSI20161116,"Callionymidae - undifferentiated",0.01
13667,NSI20161116,"Gobiidae - undifferentiated",0.007
13667,NSI20161116,"Scombridae - undifferentiated",0.252
13667,NSI20161116,"Engyprosopon spp.",0.02
13667,NSI20161116,"Grammatobothus spp.",0.003
13667,NSI20161116,"Monacanthidae - undifferentiated",0.007
14095,NSF20161116,"Sardinops sagax",0.051
14095,NSF20161116,"Engraulis australis",0.008
14095,NSF20161116,"Syngnathidae - undifferentiated",0.003
14095,NSF20161116,"Platycephalidae - undifferentiated",0.042
14095,NSF20161116,"Pegasus spp.",0.003
14095,NSF20161116,"Serranidae subfam. Anthiinae",0.003
14095,NSF20161116,"Priacanthidae - undifferentiated",0.006
14095,NSF20161116,"Apogonidae - undifferentiated",0.008
14095,NSF20161116,"Trachurus novaezelandiae",0.02
14095,NSF20161116,"Lethrinus spp.",0.003
14095,NSF20161116,"Pomacentridae - undifferentiated",0.011
14095,NSF20161116,"Mugilidae - undifferentiated",0.003
14095,NSF20161116,"Sphyraena spp.",0.008
14095,NSF20161116,"Labridae - undifferentiated",0.008
14095,NSF20161116,"Creedia spp.",0.006
14095,NSF20161116,"Callionymidae - undifferentiated",0.014
14095,NSF20161116,"Gobiidae - undifferentiated",0.017
14095,NSF20161116,"Microdesmidae - undifferentiated",0.003
14095,NSF20161116,"Siganus spp.",0.037
14095,NSF20161116,"Scombridae - undifferentiated",0.031
14095,NSF20161116,"Nomeidae - undifferentiated",0.003
14095,NSF20161116,"Engyprosopon spp.",0.006
14095,NSF20161116,"Grammatobothus spp.",0.003
14095,NSF20161116,"Monacanthidae - undifferentiated",0.003
13668,NSI20161215,""Superclass" Pisces - undifferentiated",0.017
13668,NSI20161215,"Sardinops sagax",0.007
13668,NSI20161215,"Hyperlophus vittatus",0.003
13668,NSI20161215,"Engraulis australis",0.007
13668,NSI20161215,"Gonostomatidae - undifferentiated",0.01
13668,NSI20161215,"Myctophidae - undifferentiated",0.034
13668,NSI20161215,"Holocentridae - undifferentiated",0.01
13668,NSI20161215,"Scorpaenidae - undifferentiated",0.007
13668,NSI20161215,"Triglidae & Peristediidae - undifferentiated",0.003
13668,NSI20161215,"Apogonidae - undifferentiated",0.003
13668,NSI20161215,"Carangidae - undifferentiated",0.003
13668,NSI20161215,"Trachurus novaezelandiae",0.003
13668,NSI20161215,"Decapterus spp.",0.003
13668,NSI20161215,"Lutjanidae - undifferentiated",0.048
13668,NSI20161215,"Nemipteridae - undifferentiated",0.027
13668,NSI20161215,"Lethrinus spp.",0.02
13668,NSI20161215,"Chaetodontidae - undifferentiated",0.003
13668,NSI20161215,"Labridae - undifferentiated",0.007
13668,NSI20161215,"Callionymidae - undifferentiated",0.003
13668,NSI20161215,"Gobiidae - undifferentiated",0.031
13668,NSI20161215,"Microdesmidae - undifferentiated",0.003
13668,NSI20161215,"Acanthuridae - undifferentiated",0.003
13668,NSI20161215,"Scombridae - undifferentiated",0.167
13668,NSI20161215,"Engyprosopon spp.",0.007
13668,NSI20161215,"Monacanthidae - undifferentiated",0.007
13668,NSI20161215,"Tetraodontidae - undifferentiated",0.017
13668,NSI20161215,""Superclass" Pisces - undifferentiated",0.056
13668,NSI20161215,"Sardinops sagax",0.007
13668,NSI20161215,"Engraulis australis",0.056
13668,NSI20161215,"Platycephalidae - undifferentiated",0.013
13668,NSI20161215,"Serranidae subfam. Anthiinae",0.003
13668,NSI20161215,"Apogonidae - undifferentiated",0.007
13668,NSI20161215,"Sillago ciliata",0.003
13668,NSI20161215,"Trachurus novaezelandiae",0.003
13668,NSI20161215,"Lutjanidae - undifferentiated",0.043
13668,NSI20161215,"Nemipteridae - undifferentiated",0.033
13668,NSI20161215,"Gerres subfasciatus",0.01
13668,NSI20161215,"Lethrinus spp.",0.119
13668,NSI20161215,"Chrysophrys auratus",0.003
13668,NSI20161215,"Mullidae - undifferentiated",0.003
13668,NSI20161215,"Labridae - undifferentiated",0.01
13668,NSI20161215,"Creediidae - undifferentiated",0.003
13668,NSI20161215,"Blenniidae - undifferentiated",0.003
13668,NSI20161215,"Gobiidae - undifferentiated",0.013
13668,NSI20161215,"Scombridae - undifferentiated",0.013
13668,NSI20161215,"Engyprosopon spp.",0.02
13668,NSI20161215,"Grammatobothus spp.",0.003
13668,NSI20161215,"Cynoglossidae - undifferentiated",0.007
14096,NSF20161215,""Superclass" Pisces - undifferentiated",0.014
14096,NSF20161215,"Etrumeus teres",0.009
14096,NSF20161215,"Sardinops sagax",0.073
14096,NSF20161215,"Engraulis australis",0.105
14096,NSF20161215,"Syngnathidae - undifferentiated",0.005
14096,NSF20161215,"Triglidae & Peristediidae - undifferentiated",0.009
14096,NSF20161215,"Platycephalidae - undifferentiated",0.147
14096,NSF20161215,"Serranidae subfam. Anthiinae",0.014
14096,NSF20161215,"Pelates spp.",0.005
14096,NSF20161215,"Apogonidae - undifferentiated",0.009
14096,NSF20161215,"Sillago ciliata",0.009
14096,NSF20161215,"Pomatomus saltatrix",0.005
14096,NSF20161215,"Trachurus novaezelandiae",0.032
14096,NSF20161215,"Lutjanidae - undifferentiated",0.096
14096,NSF20161215,"Nemipteridae - undifferentiated",0.041
14096,NSF20161215,"Lethrinus spp.",0.101
14096,NSF20161215,"Mullidae - undifferentiated",0.014
14096,NSF20161215,"Pomacentridae - undifferentiated",0.009
14096,NSF20161215,"Sphyraena spp.",0.005
14096,NSF20161215,"Labridae - undifferentiated",0.028
14096,NSF20161215,"Pinguipedidae - undifferentiated",0.005
14096,NSF20161215,"Creedia spp.",0.005
14096,NSF20161215,"Omobranchus anolius",0.005
14096,NSF20161215,"Petroscirtes lupus",0.032
14096,NSF20161215,"Callionymidae - undifferentiated",0.009
14096,NSF20161215,"Gobiidae - undifferentiated",0.023
14096,NSF20161215,"Scombridae - undifferentiated",0.028
14096,NSF20161215,"Engyprosopon spp.",0.165
14096,NSF20161215,"Grammatobothus spp.",0.009
14096,NSF20161215,"Pseudorhombus spp.",0.005
14096,NSF20161215,"Cynoglossidae - undifferentiated",0.069
14096,NSF20161215,"Monacanthidae - undifferentiated",0.009
13669,NSI20170117,"Sardinops sagax",0.003
13669,NSI20170117,"Gonostomatidae - undifferentiated",0.003
13669,NSI20170117,"Holocentridae - undifferentiated",0.008
13669,NSI20170117,"Scorpaenidae - undifferentiated",0.008
13669,NSI20170117,"Platycephalidae - undifferentiated",0.041
13669,NSI20170117,"Pegasus spp.",0.005
13669,NSI20170117,"Serranidae subfam. Anthiinae",0.003
13669,NSI20170117,"Pelates spp.",0.003
13669,NSI20170117,"Priacanthidae - undifferentiated",0.003
13669,NSI20170117,"Sillago ciliata",0.008
13669,NSI20170117,"Carangidae - undifferentiated",0.015
13669,NSI20170117,"Trachurus novaezelandiae",0.008
13669,NSI20170117,"Lutjanidae - undifferentiated",0.067
13669,NSI20170117,"Nemipteridae - undifferentiated",0.005
13669,NSI20170117,"Gerres subfasciatus",0.003
13669,NSI20170117,"Lethrinus spp.",0.008
13669,NSI20170117,"Mullidae - undifferentiated",0.021
13669,NSI20170117,"Chaetodontidae - undifferentiated",0.028
13669,NSI20170117,"Pomacentridae - undifferentiated",0.003
13669,NSI20170117,"Sphyraena spp.",0.003
13669,NSI20170117,"Labridae - undifferentiated",0.013
13669,NSI20170117,"Callionymidae - undifferentiated",0.046
13669,NSI20170117,"Gobiidae - undifferentiated",0.018
13669,NSI20170117,"Siganus spp.",0.005
13669,NSI20170117,"Scombridae - undifferentiated",0.077
13669,NSI20170117,"Engyprosopon spp.",0.005
13669,NSI20170117,"Monacanthidae - undifferentiated",0.008
13669,NSI20170117,""Superclass" Pisces - undifferentiated",0.01
13669,NSI20170117,"Sardinops sagax",0.01
13669,NSI20170117,"Engraulis australis",0.006
13669,NSI20170117,"Gonostomatidae - undifferentiated",0.003
13669,NSI20170117,"Holocentridae - undifferentiated",0.003
13669,NSI20170117,"Platycephalus fuscus",0.013
13669,NSI20170117,"Platycephalidae - undifferentiated",0.035
13669,NSI20170117,"Serranidae subfam. Anthiinae",0.003
13669,NSI20170117,"Apogonidae - undifferentiated",0.003
13669,NSI20170117,"Sillago ciliata",0.013
13669,NSI20170117,"Carangidae - undifferentiated",0.006
13669,NSI20170117,"Trachurus novaezelandiae",0.038
13669,NSI20170117,"Lutjanidae - undifferentiated",0.041
13669,NSI20170117,"Lethrinus spp.",0.016
13669,NSI20170117,"Mullidae - undifferentiated",0.016
13669,NSI20170117,"Chaetodontidae - undifferentiated",0.013
13669,NSI20170117,"Pomacentridae - undifferentiated",0.01
13669,NSI20170117,"Sphyraena spp.",0.003
13669,NSI20170117,"Labridae - undifferentiated",0.006
13669,NSI20170117,"Callionymidae - undifferentiated",0.057
13669,NSI20170117,"Gobiidae - undifferentiated",0.006
13669,NSI20170117,"Microdesmidae - undifferentiated",0.006
13669,NSI20170117,"Siganus spp.",0.016
13669,NSI20170117,"Scombridae - undifferentiated",0.06
13669,NSI20170117,"Engyprosopon spp.",0.01
13669,NSI20170117,"Cynoglossidae - undifferentiated",0.003
13669,NSI20170117,"Monacanthidae - undifferentiated",0.003
14097,NSF20170117,"Sardinops sagax",0.01
14097,NSF20170117,"Holocentridae - undifferentiated",0.01
14097,NSF20170117,"Platycephalidae - undifferentiated",0.003
14097,NSF20170117,"Dactyloptena spp.",0.029
14097,NSF20170117,"Pelates spp.",0.016
14097,NSF20170117,"Carangidae - undifferentiated",0.003
14097,NSF20170117,"Trachurus novaezelandiae",0.003
14097,NSF20170117,"Lutjanidae - undifferentiated",0.016
14097,NSF20170117,"Gerres subfasciatus",0.013
14097,NSF20170117,"Lethrinus spp.",0.003
14097,NSF20170117,"Mullidae - undifferentiated",0.615
14097,NSF20170117,"Pomacentridae - undifferentiated",0.042
14097,NSF20170117,"Labridae - undifferentiated",0.003
14097,NSF20170117,"Callionymidae - undifferentiated",0.032
14097,NSF20170117,"Gobiidae - undifferentiated",0.006
14097,NSF20170117,"Siganus spp.",0.01
14097,NSF20170117,"Scombridae - undifferentiated",0.013
14097,NSF20170117,"Cynoglossidae - undifferentiated",0.003
13670,MAI20161117,""Superclass" Pisces - undifferentiated",0.002
13670,MAI20161117,"Myctophidae - undifferentiated",0.002
13670,MAI20161117,"Gaidropsarus spp.",0.004
13670,MAI20161117,"Platycephalidae - undifferentiated",0.022
13670,MAI20161117,"Scombridae - undifferentiated",0.002
13670,MAI20161117,"Pleuronectidae - undifferentiated",0.028
13670,MAI20161117,"Genypterus spp.",0.002
13670,MAI20161117,"Platycephalidae - undifferentiated",0.053
13670,MAI20161117,"Labridae - undifferentiated",0.002
13670,MAI20161117,"Parablennius spp.",0.002
13670,MAI20161117,"Pleuronectidae - undifferentiated",0.004
13670,MAI20161117,"Monacanthidae - undifferentiated",0.013
13671,MAI20170104,"Sardinops sagax",0.004
13671,MAI20170104,"Moridae - undifferentiated",0.004
13671,MAI20170104,"Lepidotrigla papilio",0.026
13671,MAI20170104,"Platycephalidae - undifferentiated",0.004
13671,MAI20170104,"Trachurus declivis",0.022
13671,MAI20170104,"Lophonectes gallus",0.007
13671,MAI20170104,""Superclass" Pisces - undifferentiated",0.009
13671,MAI20170104,"Monacanthidae - undifferentiated",0.002
13672,MAI20170223,"Myctophidae - undifferentiated",0.003
13672,MAI20170223,"Trachurus declivis",0.005
13672,MAI20170223,"Monacanthidae - undifferentiated",0.008
13672,MAI20170223,""Superclass" Pisces - undifferentiated",0.002
13672,MAI20170223,"Sardinops sagax",0.005
13672,MAI20170223,"Astronesthidae - undifferentiated",0.002
13672,MAI20170223,"Scorpaenidae - undifferentiated",0.002
13672,MAI20170223,"Lepidotrigla spp.",0.002
13672,MAI20170223,"Platycephalidae - undifferentiated",0.016
13672,MAI20170223,"Pegasus spp.",0.002
13672,MAI20170223,"Serranidae subfam. Anthiinae",0.007
13672,MAI20170223,"Labridae - undifferentiated",0.002
13672,MAI20170223,"Monacanthidae - undifferentiated",0.058
13673,ROT20161114,"Platycephalidae - undifferentiated",0.003
13673,ROT20161114,"Mullidae - undifferentiated",0.01
13673,ROT20161114,"Monacanthidae - undifferentiated",0.003
13673,ROT20161114,"Tripterygiidae - undifferentiated",0.004
13673,ROT20161114,"Callionymidae - undifferentiated",0.004
13673,ROT20161114,"Cynoglossidae - undifferentiated",0.004
13674,KAI20161118,"Bothidae - undifferentiated",0.015
13674,KAI20161118,"Myctophidae - undifferentiated",0.006
13675,NSI20170217,""Superclass" Pisces - undifferentiated",0.007
13675,NSI20170217,"Gonostomatidae - undifferentiated",0.002
13675,NSI20170217,"Myctophidae - undifferentiated",0.002
13675,NSI20170217,"Holocentridae - undifferentiated",0.004
13675,NSI20170217,"Platycephalidae - undifferentiated",0.03
13675,NSI20170217,"Dactyloptena spp.",0.002
13675,NSI20170217,"Pegasus spp.",0.007
13675,NSI20170217,"Serranidae subfam. Anthiinae",0.002
13675,NSI20170217,"Pelates spp.",0.006
13675,NSI20170217,"Priacanthidae - undifferentiated",0.004
13675,NSI20170217,"Carangidae - undifferentiated",0.013
13675,NSI20170217,"Lutjanidae - undifferentiated",0.002
13675,NSI20170217,"Mullidae - undifferentiated",0.03
13675,NSI20170217,"Pomacentridae - undifferentiated",0.002
13675,NSI20170217,"Sphyraena spp.",0.002
13675,NSI20170217,"Callionymidae - undifferentiated",0.004
13675,NSI20170217,"Gobiidae - undifferentiated",0.002
13675,NSI20170217,"Siganus spp.",0.002
13675,NSI20170217,"Scombridae - undifferentiated",0.035
13675,NSI20170217,"Balistidae - undifferentiated",0.004
13675,NSI20170217,"Tetraodontidae - undifferentiated",0.002
13675,NSI20170217,""Superclass" Pisces - undifferentiated",0.006
13675,NSI20170217,"Gonostomatidae - undifferentiated",0.002
13675,NSI20170217,"Chlorophthalmus spp.",0.002
13675,NSI20170217,"Scorpaenidae - undifferentiated",0.002
13675,NSI20170217,"Platycephalus fuscus",0.006
13675,NSI20170217,"Platycephalidae - undifferentiated",0.006
13675,NSI20170217,"Serranidae subfam. Anthiinae",0.002
13675,NSI20170217,"Pelates spp.",0.009
13675,NSI20170217,"Apogonidae - undifferentiated",0.019
13675,NSI20170217,"Sillaginidae - undifferentiated",0.009
13675,NSI20170217,"Carangidae - undifferentiated",0.009
13675,NSI20170217,"Coryphaena spp.",0.004
13675,NSI20170217,"Lutjanidae - undifferentiated",0.002
13675,NSI20170217,"Lethrinus spp.",0.002
13675,NSI20170217,"Pomacentridae - undifferentiated",0.007
13675,NSI20170217,"Callionymidae - undifferentiated",0.006
13675,NSI20170217,"Gobiidae - undifferentiated",0.002
13675,NSI20170217,"Siganus spp.",0.002
13675,NSI20170217,"Scombridae - undifferentiated",0.009
13675,NSI20170217,"Balistidae - undifferentiated",0.002
13675,NSI20170217,"Tetraodontidae - undifferentiated",0.002
13675,NSI20170217,"Order Lophiiformes - undifferentiated",0.002
14098,NSF20170217,"Sardinops sagax",0.004
14098,NSF20170217,"Engraulis australis",0.018
14098,NSF20170217,"Gonostomatidae - undifferentiated",0.002
14098,NSF20170217,"Platycephalidae - undifferentiated",0.056
14098,NSF20170217,"Dactyloptena spp.",0.004
14098,NSF20170217,"Pegasus spp.",0.009
14098,NSF20170217,"Serranidae subfam. Anthiinae",0.009
14098,NSF20170217,"Pelates spp.",0.056
14098,NSF20170217,"Apogonidae - undifferentiated",0.002
14098,NSF20170217,"Sillago ciliata",0.007
14098,NSF20170217,"Trachurus novaezelandiae",0.002
14098,NSF20170217,"Decapterus spp.",0.002
14098,NSF20170217,"Lutjanidae - undifferentiated",0.018
14098,NSF20170217,"Nemipteridae - undifferentiated",0.018
14098,NSF20170217,"Gerres subfasciatus",0.005
14098,NSF20170217,"Lethrinus spp.",0.004
14098,NSF20170217,"Mullidae - undifferentiated",0.005
14098,NSF20170217,"Pomacentridae - undifferentiated",0.002
14098,NSF20170217,"Sphyraena spp.",0.007
14098,NSF20170217,"Trichonotus spp.",0.005
14098,NSF20170217,"Creedia spp.",0.016
14098,NSF20170217,"Petroscirtes lupus",0.018
14098,NSF20170217,"Callionymidae - undifferentiated",0.005
14098,NSF20170217,"Gobiidae - undifferentiated",0.073
14098,NSF20170217,"Siganus spp.",0.002
14098,NSF20170217,"Scombridae - undifferentiated",0.005
14098,NSF20170217,"Engyprosopon spp.",0.127
14098,NSF20170217,"Cynoglossidae - undifferentiated",0.011
14098,NSF20170217,"Monacanthidae - undifferentiated",0.004
13676,PHB20160926,""Superclass" Pisces - undifferentiated",0.002
13676,PHB20160926,"Sardinops sagax",0.142
13676,PHB20160926,"Engraulis australis",0.026
13676,PHB20160926,"Myctophidae - undifferentiated",0.035
13676,PHB20160926,"Bregmaceros spp.",0.033
13676,PHB20160926,"Centroberyx affinis",0.002
13676,PHB20160926,"Macroramphosus spp.",0.042
13676,PHB20160926,"Scorpaenidae - undifferentiated",0.002
13676,PHB20160926,"Triglidae & Peristediidae - undifferentiated",0.007
13676,PHB20160926,"Platycephalidae - undifferentiated",0.005
13676,PHB20160926,"Serranidae subfam. Anthiinae",0.044
13676,PHB20160926,"Howella spp.",0.005
13676,PHB20160926,"Apogonidae - undifferentiated",0.002
13676,PHB20160926,"Carangidae - undifferentiated",0.005
13676,PHB20160926,"Trachurus novaezelandiae",0.217
13676,PHB20160926,"Pseudocaranx georgianus",0.019
13676,PHB20160926,"Brama spp.",0.012
13676,PHB20160926,"Nemipteridae - undifferentiated",0.026
13676,PHB20160926,"Lethrinus spp.",0.026
13676,PHB20160926,"Mullidae - undifferentiated",0.002
13676,PHB20160926,"Kyphosus spp.",0.002
13676,PHB20160926,"Chaetodontidae - undifferentiated",0.012
13676,PHB20160926,"Sphyraena spp.",0.002
13676,PHB20160926,"Labridae - undifferentiated",0.026
13676,PHB20160926,"Plagiotremus spp.",0.002
13676,PHB20160926,"Callionymidae - undifferentiated",0.009
13676,PHB20160926,"Gobiidae - undifferentiated",0.002
13676,PHB20160926,"Gempylidae - undifferentiated",0.005
13676,PHB20160926,"Scombridae - undifferentiated",0.009
13676,PHB20160926,"Scomber australasicus",0.219
13676,PHB20160926,"Nomeidae - undifferentiated",0.002
13676,PHB20160926,"Lophonectes gallus",0.014
13676,PHB20160926,"Crossorhombus spp.",0.002
13676,PHB20160926,"Pseudorhombus spp.",0.005
13676,PHB20160926,"Monacanthidae - undifferentiated",0.005
13676,PHB20160926,"Tetraodontidae - undifferentiated",0.002
13676,PHB20160926,""Superclass" Pisces - undifferentiated",0.012
13676,PHB20160926,"Sardinops sagax",0.006
13676,PHB20160926,"Platycephalidae - undifferentiated",0.015
13676,PHB20160926,"Serranidae subfam. Anthiinae",0.003
13676,PHB20160926,"Trachurus novaezelandiae",0.061
13676,PHB20160926,"Pseudocaranx georgianus",0.009
13676,PHB20160926,"Decapterus spp.",0.003
13676,PHB20160926,"Lutjanidae - undifferentiated",0.003
13676,PHB20160926,"Nemipteridae - undifferentiated",0.009
13676,PHB20160926,"Lethrinus spp.",0.021
13676,PHB20160926,"Chrysophrys auratus",0.006
13676,PHB20160926,"Chaetodontidae - undifferentiated",0.003
13676,PHB20160926,"Pomacentridae - undifferentiated",0.003
13676,PHB20160926,"Sphyraena spp.",0.003
13676,PHB20160926,"Gobiidae - undifferentiated",0.003
13676,PHB20160926,"Scomber australasicus",0.131
13676,PHB20160926,"Tetraodontidae - undifferentiated",0.003
13677,PHB20161030,""Superclass" Pisces - undifferentiated",0.002
13677,PHB20161030,"Sardinops sagax",0.061
13677,PHB20161030,"Engraulis australis",0.005
13677,PHB20161030,"Synodontidae - undifferentiated",0.002
13677,PHB20161030,"Platycephalus fuscus",0.005
13677,PHB20161030,"Platycephalidae - undifferentiated",0.002
